3.4971,2.804,2.8673,3.7914,3.6247,3.1363,2.638,2.5679,2.409,2.2292,1.3262,1.8657,2.227,1.7456,1.5213,2.2334,2.2156,2.1832,1.4152,1.5434,1.9732,1.5583,0.9161,1.7709,1.8665,1.9083,1.8937,2.2767,2.6438,2.6152,1.4651,0.9684,0.8774
3.2351,3.216,3.0539,3.5061,3.853,3.1889,2.5752,2.8344,2.828,2.8651,2.476,2.5003,2.4438,2.045,1.4225,2.1027,2.1975,2.0251,1.3176,1.8469,2.1991,2.1804,2.1008,2.3973,2.2873,2.2114,1.8183,2.3295,2.84,2.3239,1.6505,1.3932,0.6842
3.6894,3.5674,3.5909,4.0039,4.2478,3.2218,2.8428,3.0878,3.315,2.501,2.289,2.1876,1.3921,1.7696,2.4703,1.9605,2.3093,1.892,2.3248,1.5749,1.1384,1.8596,1.8922,2.0342,2.7519,2.4652,2.1313,2.349,3.2191,2.8409,2.1928,1.7346,0.9541
2.9863,3.433,3.5774,3.807,3.4184,3.1444,2.715,3.011,3.242,2.9295,2.3159,2.4471,2.1591,2.588,2.3487,2.4205,2.3783,2.3507,2.2389,2.3825,1.8875,2.151,1.9276,2.4576,2.7048,2.3494,1.9917,2.2936,2.3991,2.6213,2.1735,1.5777,0.0183
2.8413,2.9994,3.6642,3.6873,4.3437,3.3606,2.863,3.1119,2.8222,2.904,2.4225,2.8728,2.5746,2.4288,2.5559,2.5759,2.2577,2.5127,2.4042,2.2416,2.3017,2.5748,2.0426,2.4334,2.2814,2.4965,2.1448,2.4844,3.3688,2.5612,2.2514,1.1227,-0.1782
3.6551,3.5179,3.5846,4.303,4.7418,3.9621,3.7424,3.1805,2.6802,2.4876,2.9464,2.6137,2.7556,2.5808,2.4638,2.6113,2.6556,2.5652,2.3202,2.3697,2.5483,2.2863,2.5633,2.0068,2.1606,2.5771,3.0122,3.0999,3.7496,3.129,2.1864,1.6981,0.9597
0.8092,3.1666,3.4133,4.3828,4.7637,3.7905,2.7374,3.3055,2.612,2.7316,2.6245,2.571,2.5118,2.2593,2.2238,1.8975,2.3676,1.8445,2.1272,2.0972,2.2462,2.2301,2.2315,2.2682,2.0762,2.6635,1.9986,2.9184,3.7846,3.2126,1.9457,1.3334,0.1343
3.1354,3.1677,1.3761,3.2989,4.1219,3.6174,3.1491,2.8876,3.227,2.9328,2.7233,2.6716,2.5795,2.1014,2.2946,1.9631,1.9106,1.8955,2.1855,1.888,2.3097,2.3473,2.3295,2.4606,2.6891,2.2386,2.409,2.7542,3.1317,2.1339,-0.9061,1.378,0.4417
3.5334,3.4398,3.377,3.9842,4.3494,3.8698,3.0445,3.472,3.023,2.7304,2.9571,2.4815,2.5121,2.3561,2.5594,2.5764,2.301,2.5153,2.4096,2.1915,2.2449,2.1705,2.5701,2.274,2.475,2.8291,2.2981,3.0134,3.3769,2.8199,1.9332,1.5692,0.8333
3.7982,3.4546,3.1803,3.5752,4.2995,2.6083,3.4656,2.5766,3.028,2.6185,2.3089,1.5915,1.7029,1.6311,0.7878,1.2248,0.4834,1.1563,0.6758,1.4337,1.4171,1.2998,1.9125,2.1649,2.4881,1.9021,2.7163,1.699,3.2979,2.4295,1.7875,1.6035,1.0995
2.6674,3.0953,3.0365,3.9098,4.2878,3.7377,3.2814,1.8119,2.6368,3.0555,2.7061,2.6178,2.4736,2.5577,2.6327,2.7382,2.6332,2.6823,2.5299,2.3333,2.2176,2.2913,2.3129,2.6012,2.109,1.2071,2.5659,2.881,3.2776,2.7389,1.5987,1.3029,0.1512
-0.9221,3.1965,3.7059,4.2402,4.528,3.7562,3.1211,2.9398,2.617,2.045,2.3982,1.9592,2.3088,1.8065,1.7798,2.3116,2.1421,2.2585,1.6994,1.6088,2.0715,1.6745,2.0133,1.6012,2.082,2.274,2.374,2.8862,3.5387,3.0606,2.292,1.3726,-0.4131
