2.5198,1.8397,1.8835,0.8308,1.2083,1.5941,1.9424,1.5772,0.8562,1.5556,1.5721,1.263,1.0443,1.4645,1.7356,1.5022,1.119,1.4613,1.6251,1.2787,0.8312,1.0032,1.25,1.1808,0.4317,1.0628,1.3317,0.8901,0.4095,-0.1623,0.6981,0.2496,0.2404
1.868,2.239,1.9122,1.8943,1.8254,1.4895,1.4751,1.4119,0.7896,0.9845,1.4755,0.8583,1.0115,0.9532,1.1274,0.3524,1.2566,0.2942,1.001,0.817,0.8173,0.5761,1.1451,0.5906,0.3417,0.8723,0.8466,0.7826,0.9717,0.9123,0.7377,0.7625,-0.4107
1.7156,1.6359,2.123,1.7788,0.5843,1.4844,1.6431,1.234,1.3634,1.4443,0.796,1.082,1.3354,1.4388,1.3248,1.109,1.2951,1.0437,1.229,1.2673,1.1465,0.8116,0.4631,1.0534,0.9122,0.7294,1.0525,0.7768,-0.179,0.7919,0.9275,0.1846,-0.5719
1.8617,2.0649,1.6865,1.4896,1.5265,1.1305,1.2431,1.2308,0.9657,1.1462,1.0157,1.2365,0.8133,1.605,1.4556,1.3336,0.8979,1.2763,1.3266,1.4772,0.5863,0.973,0.7051,0.7733,0.5207,0.7158,0.6312,0.4322,0.7047,0.4927,0.5265,0.5393,-0.2632
1.5237,2.7473,2.3882,2.175,2.05,2.0796,2.0328,1.6695,1.6453,1.7348,1.5064,1.4685,1.1636,1.5763,1.6819,1.4987,1.4971,1.456,1.5844,1.4447,0.9365,1.1852,1.1808,1.3463,1.2047,1.1575,1.4493,1.3753,1.226,1.1847,1.2108,1.2378,-1.9785
3.6846,3.3667,2.9128,2.6264,2.4286,2.4596,2.2706,1.7436,2.0189,2.1015,0.9575,1.795,1.9694,2.0159,2.0105,1.9795,1.6365,1.935,1.9177,1.8785,1.7792,1.5243,0.6521,1.7115,1.5766,1.2095,1.6511,1.7529,1.6013,1.6406,1.7139,1.8447,1.498
4.0876,4.2995,3.4068,3.0159,2.8633,2.7435,2.6525,2.544,2.6755,2.5012,2.4843,2.3874,2.3475,2.3061,2.2831,2.2157,2.2114,2.1785,2.1991,2.1794,2.1747,2.1493,2.1753,2.1088,2.2349,1.9886,2.039,2.0366,2.0084,2.0357,2.211,2.7511,1.9167
4.0768,3.4958,3.2465,2.9147,2.6782,2.4986,2.3337,2.4538,2.5468,2.2175,2.291,2.1178,2.0475,1.9704,2.1085,2.1107,1.9482,2.0487,1.989,1.8382,1.8577,1.8591,1.9717,1.8435,2.082,1.9243,1.7391,1.7965,1.8684,1.9305,2.027,1.996,1.8413
2.916,2.8377,3.4199,2.5795,2.8546,2.7879,2.7299,2.5613,2.7964,2.3892,2.4136,2.1726,2.6467,2.4938,2.5177,2.2308,2.3228,2.195,2.3888,2.325,2.449,1.8917,2.103,1.9994,2.3359,2.0106,2.1469,2.0872,2.012,1.6251,2.2607,1.2399,0.2518
4.2651,4.1926,3.9142,3.6044,3.5001,3.3716,3.2596,3.2655,3.1908,3.1552,3.1001,3.0197,2.9923,2.9439,2.9219,2.9064,2.8828,2.857,2.818,2.7873,2.7899,2.7571,2.7869,2.7668,2.7199,2.7186,2.6332,2.6647,2.6701,2.6119,2.7127,2.6631,2.0538
4.2105,4.1946,3.9789,3.7297,3.4481,3.3081,3.2441,3.1353,3.0769,2.9338,2.9474,2.9127,2.8755,2.803,2.7856,2.7159,2.6887,2.6721,2.6809,2.6441,2.6457,2.6363,2.6228,2.5578,2.6335,2.6111,2.6134,2.6001,2.6273,2.7509,2.7839,2.6766,2.0833
4.1783,4.4163,3.521,3.5753,3.1958,3.0339,2.9281,2.6898,2.7076,2.6912,2.6505,2.6169,2.5811,2.5595,2.4394,2.4244,2.4335,2.3651,2.3305,2.3867,2.3581,2.344,2.3292,2.3164,2.2683,2.1914,2.3048,2.3249,2.343,2.5866,2.3032,2.9138,2.0113
3.7921,4.1218,3.4343,3.3734,3.1473,2.9785,2.8017,2.7081,2.75,2.5986,2.5688,2.5303,2.485,2.5073,2.5102,2.5051,2.4461,2.4405,2.3855,2.3321,2.269,2.2495,2.2433,2.2226,2.3052,2.2076,2.2067,2.2748,2.3272,2.4131,2.2639,2.6132,1.7825
4.5251,4.5931,4.2501,3.8714,3.6369,3.4808,3.4186,3.3927,3.1962,3.1749,3.0991,3.0469,3.044,3.0255,2.9797,2.948,2.9148,2.9085,2.8981,2.8955,2.8673,2.8006,2.7858,2.785,2.7245,2.8936,2.8293,2.7734,2.8096,2.9053,3.0394,3.0446,2.2105
4.2833,4.5555,4.2107,3.8487,3.714,3.5539,3.4245,3.3332,3.3158,3.2698,3.2477,3.1838,3.1343,3.0485,3.037,2.998,2.9787,2.9532,2.9446,2.919,2.9353,2.9229,2.919,2.8955,2.8876,2.8168,2.8379,2.8474,2.9068,2.897,3.0146,3.0343,2.1926
4.149,4.699,3.8036,2.7327,3.3352,3.1408,3.0481,2.9448,3.1235,3.0456,2.9825,2.9227,2.8356,2.8247,2.804,2.7439,2.7073,2.6898,2.6891,2.6602,2.6184,2.6482,2.6603,2.6708,2.6731,2.4113,2.4568,2.4341,2.5327,1.8037,2.597,3.1754,1.7635
4.4376,4.4654,3.9541,3.8819,3.585,3.5155,3.4211,3.4566,3.2297,3.067,3.0426,3.0127,3.0124,2.9728,2.9575,2.9238,2.8394,2.8868,2.8751,2.8306,2.8169,2.7489,2.723,2.6874,2.7468,2.9433,2.8334,2.8114,2.7379,2.9111,2.7926,2.9554,2.3332
4.6251,4.0962,4.2378,3.6609,3.3976,3.0305,2.9555,2.9934,2.9461,3.3584,3.0031,2.6913,2.6856,2.5819,2.343,2.2955,2.3486,2.2505,2.2559,2.4212,2.5005,2.4414,2.6776,2.9792,2.5154,2.474,2.3293,2.3112,2.5794,2.6654,3.0429,2.576,2.4486
0.9648,4.5814,4.4519,4.0128,3.8024,3.6569,3.5267,3.4809,3.6014,3.4341,3.4143,3.4011,3.2872,3.1109,3.2725,3.2134,3.1497,3.1484,3.1666,2.964,3.0629,3.1545,3.0996,3.0488,3.1303,2.9611,2.9212,2.9495,2.985,3.0316,3.281,3.0582,1.1521
4.3573,4.6689,4.0105,3.5823,3.3095,3.1107,2.8007,2.9005,2.2937,2.5327,2.2987,2.8835,2.479,2.1159,0.852,1.6244,1.5445,1.5816,0.7529,1.9467,2.2583,2.603,1.9768,2.137,1.8528,2.3434,2.2003,2.3988,2.4897,2.5965,2.8093,3.1308,2.163
3.8443,4.6973,4.1276,3.9204,3.4316,3.3753,3.2776,2.9671,3.1221,2.9835,2.9211,2.9863,2.8987,2.7145,2.6662,2.7959,2.6679,2.7361,2.5768,2.5792,2.6719,2.7174,2.5953,2.6059,2.6729,2.4472,2.6576,2.6703,2.6196,2.9381,2.9439,3.1714,0.8179
3.9827,4.5516,4.34,3.9551,3.8465,3.7232,3.6328,3.4507,3.4885,3.4448,3.3984,3.5309,3.3516,3.2744,3.2169,3.1692,3.1412,3.1075,3.091,3.1054,3.1503,3.273,3.0811,3.06,3.0362,2.9395,3.012,3.0182,3.0215,2.9635,3.1446,3.0361,1.4433
4.6714,4.7316,3.864,3.6503,3.1742,2.7819,2.5554,2.6794,1.6712,2.3119,1.9766,2.6568,1.8804,2.0989,2.1347,1.8479,1.7763,1.7545,1.9863,1.9227,1.6663,2.3856,1.6392,1.9524,1.2212,2.1924,1.9442,2.1052,2.348,2.6783,2.6528,3.2165,2.395
4.1855,4.3922,3.4763,2.9213,2.9811,2.6635,2.6517,2.857,2.9591,2.3289,2.2643,2.9228,2.2703,2.6388,2.8245,2.796,2.5694,2.7344,2.7018,2.5014,2.0519,2.644,1.9374,1.9439,2.5251,2.3212,2.0329,1.9467,2.1489,1.9682,2.2481,2.8911,2.1722
4.4378,4.6115,4.0829,3.8883,3.7949,3.6867,3.5761,3.4418,3.5996,3.5016,3.5167,3.2178,3.2061,3.2524,3.2913,3.1049,3.066,3.0483,3.1968,3.0725,2.9837,2.9424,3.207,3.1139,3.1277,2.9333,2.9525,2.9809,2.9793,2.9166,2.9172,3.068,2.2299
4.5267,4.6905,4.6065,4.4168,4.1239,3.9012,3.739,3.6705,3.7759,3.6674,3.7447,3.183,3.6208,3.6117,3.5519,3.4874,3.435,3.4283,3.4284,3.4336,3.3944,2.9225,3.4176,3.2899,3.3344,3.1465,3.1307,3.1921,3.3089,3.4328,3.4001,3.1699,2.4456
3.9734,4.719,4.7455,3.9915,3.436,3.2441,2.996,3.8005,3.3295,3.0908,3.3819,2.656,2.7625,2.7697,2.248,2.5871,2.6086,2.5482,2.1668,2.6203,2.5714,2.3869,3.0557,2.7088,2.8965,3.2893,2.3882,2.5366,2.6203,2.9952,3.5839,3.2292,1.2241
4.2146,4.0606,4.483,3.2964,2.9741,3.1392,2.996,3.4164,2.5411,2.5123,3.3506,2.9289,2.9786,2.6883,2.8911,2.5973,2.6274,2.5577,2.7647,2.5596,2.7785,2.6655,3.0308,2.0879,2.0284,2.9103,2.3767,2.4389,2.1852,2.3838,3.319,2.5361,1.8865
4.4142,4.3476,4.366,3.5324,3.3252,3.0443,3.1403,3.6113,3.4894,2.768,3.5503,3.2701,2.9306,2.335,2.9405,2.8211,2.8299,2.7581,2.8477,2.2044,2.707,2.9924,3.2411,2.3869,3.0344,3.0617,2.5504,2.334,2.5082,2.5474,3.1897,2.8383,2.2632
4.6907,4.7986,4.6819,4.603,4.2128,3.8411,3.9206,3.7516,3.8684,3.5804,3.4062,3.6001,3.5607,3.5157,3.2945,3.1942,3.2516,3.1314,3.2021,3.3555,3.3386,3.3182,3.0923,3.1862,3.4021,3.2539,3.2995,3.1329,3.3788,3.6264,3.4864,3.2894,2.5775
